"Model Category","Model","Size","Paper","Print Colour","Quantity","Lamination","Colour Protective Layer","WM Price","EM Price"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","853.45","1203.45"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","1137.80","1487.80"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","680.50","1000.50"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","732.45","1052.45"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","1343.60","2003.60"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Both)","N/A","1507.20","2197.20"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","1343.60","2003.60"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1714.55","2374.55"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both)","N/A","1507.20","2197.20"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both) + Spot UV (Front)","N/A","1878.15","2568.15"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","1235.90","1865.90"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 310gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Both)","N/A","1291.85","1921.85"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","581.75","771.75"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Gloss Lamination (Both)","N/A","687.20","887.20"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","581.75","771.75"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","876.25","1066.25"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both)","N/A","687.20","887.20"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Matte Lamination (Both) + Spot UV (Front)","N/A","981.75","1181.75"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","537.85","727.85"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Both)","N/A","599.45","789.45"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","669.65","899.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Gloss Lamination (Both)","N/A","782.35","1022.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","669.65","899.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","976.90","1206.90"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both)","N/A","782.35","1022.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Matte Lamination (Both) + Spot UV (Front)","N/A","1089.60","1329.60"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","619.35","839.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Both)","N/A","681.70","901.70"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","683.30","953.30"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Gloss Lamination (Both)","N/A","792.65","1072.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","683.30","953.30"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","975.00","1245.00"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both)","N/A","792.65","1072.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Matte Lamination (Both) + Spot UV (Front)","N/A","1084.35","1364.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","631.50","891.50"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Both)","N/A","689.10","949.10"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","751.75","1061.75"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Gloss Lamination (Both)","N/A","867.70","1187.70"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","751.75","1061.75"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","1055.05","1365.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both)","N/A","867.70","1187.70"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Matte Lamination (Both) + Spot UV (Front)","N/A","1171.00","1491.00"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","694.10","994.10"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Both)","N/A","752.35","1052.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","771.65","1111.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Lamination (Both)","N/A","886.30","1246.30"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","771.65","1111.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","1066.25","1406.25"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both)","N/A","886.30","1246.30"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Matte Lamination (Both) + Spot UV (Front)","N/A","1180.85","1540.85"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","712.20","1042.20"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Both)","N/A","767.35","1097.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","783.55","1163.55"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Lamination (Both)","N/A","896.05","1296.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","783.55","1163.55"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","1067.90","1447.90"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both)","N/A","896.05","1296.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Matte Lamination (Both) + Spot UV (Front)","N/A","1180.35","1580.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","723.05","1093.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Both)","N/A","775.05","1145.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","1433.05","2193.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Lamination (Both)","N/A","1596.65","2386.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","1433.05","2193.05"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1804.00","2564.00"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both)","N/A","1596.65","2386.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Matte Lamination (Both) + Spot UV (Front)","N/A","1967.65","2757.65"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","1325.35","2055.35"
"Presentation Folder","FPF 001","350mm x 510mm","Gloss Art Card 360gsm (2 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Both)","N/A","1381.30","2111.30"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","1059.50","1199.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","1059.50","1199.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","1354.05","1494.05"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","1012.15","1152.15"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","1238.95","1408.95"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","1238.95","1408.95"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","1546.20","1716.20"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","1184.45","1344.45"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","1285.80","1485.80"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","1285.80","1485.80"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","1577.50","1777.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","1229.55","1419.55"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","1437.70","1667.70"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","1437.70","1667.70"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","400","Matte Lamination (Front) + Spot UV (Front)","N/A","1741.00","1971.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","400","Gloss Waterbase Varnish (Front)","N/A","1374.95","1584.95"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","450","Gloss Lamination (Front)","N/A","1491.40","1741.40"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","450","Matte Lamination (Front)","N/A","1491.40","1741.40"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","450","Matte Lamination (Front) + Spot UV (Front)","N/A","1785.95","2035.95"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","450","Gloss Waterbase Varnish (Front)","N/A","1426.55","1666.55"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","500","Gloss Lamination (Front)","N/A","1526.30","1806.30"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","500","Matte Lamination (Front)","N/A","1526.30","1806.30"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","500","Matte Lamination (Front) + Spot UV (Front)","N/A","1810.65","2090.65"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","500","Gloss Waterbase Varnish (Front)","N/A","1460.25","1730.25"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","1000","Gloss Lamination (Front)","N/A","1118.30","1678.30"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front)","N/A","1118.30","1678.30"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","1000","Matte Lamination (Front) + Spot UV (Front)","N/A","1489.25","2049.25"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 250gsm (1 side coated)","4C (Front)","1000","Gloss Waterbase Varnish (Front)","N/A","999.90","1529.90"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","250","Gloss Lamination (Front)","N/A","1167.50","1327.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","250","Matte Lamination (Front)","N/A","1167.50","1327.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","250","Matte Lamination (Front) + Spot UV (Front)","N/A","1462.00","1622.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","250","Gloss Waterbase Varnish (Front)","N/A","1120.15","1280.15"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","300","Gloss Lamination (Front)","N/A","1366.00","1566.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","300","Matte Lamination (Front)","N/A","1366.00","1566.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","300","Matte Lamination (Front) + Spot UV (Front)","N/A","1673.25","1873.25"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","300","Gloss Waterbase Varnish (Front)","N/A","1311.50","1501.50"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","350","Gloss Lamination (Front)","N/A","1419.00","1649.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","350","Matte Lamination (Front)","N/A","1419.00","1649.00"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","350","Matte Lamination (Front) + Spot UV (Front)","N/A","1710.70","1940.70"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","350","Gloss Waterbase Varnish (Front)","N/A","1362.80","1582.80"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","400","Gloss Lamination (Front)","N/A","1588.35","1848.35"
"Presentation Folder","FPF 004","371mm x 534mm","Gloss Art Card 300gsm (1 side coated)","4C (Front)","400","Matte Lamination (Front)","N/A","1588.35","1848.35"
